"Name","entity_name","entity_removal_rate","number_of_removal_annotations","number_of_removal_surfaceforms","entity_removal_method","current_iteration","iteration_time","test_f1","per_gpu_train_batch_size","best_dev_f1","State","Notes","User","Tags","Created","Runtime","Sweep","adam_epsilon","cache_dir","cache_dir_name","config_name","data_dir","dev_file","dev_instances","device","do_eval","do_lower_case","do_predict","do_remove_entity","do_train","eval_all_checkpoints","eval_batch_size","evaluate_during_training","fp16","fp16_opt_level","gradient_accumulation_steps","integration_method","label_index","labels","learning_rate","lexicon","lexicon_embeds_size","load_big_file","local_rank","logging_steps","max_grad_norm","max_seq_length","max_steps","model_name_or_path","model_type","n_gpu","no_cuda","not_use_best_model","num_train_epochs","number_of_annotations","output_dir","overwrite_cache","overwrite_output_dir","per_gpu_eval_batch_size","pos","pos_embeds_size","project_name","removal_rate","save_steps","seed","separator","server_ip","server_port","sweep_file","sweep_method","sweep_round","test_file","test_instances","tokenizer_name","train_file","train_instances","visible_device","warmup_steps","weight_decay","whether_integrate_lexicon","whether_integrate_pos","write_examples_to_file","best_dev_precision","best_dev_recall","dev_f1","dev_precision","dev_recall","epoch","eval_loss","loss","lr","test_precision","test_recall","train instances","removal_method","train_batch_size"
"driven-voice-481","Chemical","0.1","11458","6309","remove_annotations_randomly","2","4","0.8659466920336485","48","0.8595524956970739","finished","-","possible961","","2022-10-16T06:50:02.000Z","42734","","1e-8","","pubmedbert-base-uncased","","/project/dinglia/NER/ner_incomplete_annotation/data/Chemical/BIOES","dev_BIOES.txt","16201","cuda","false","true","false","true","true","false","96","true","false","O1","1","None","1","/project/dinglia/NER/ner_incomplete_annotation/labels/English_Medical_NER/Chemical/BIOES_labels.txt","0.00005","lexicon_map.txt","20","false","-1","5000","1","128","-1","pubmedbert-uncased","bert","1","false","false","20","114579","outputs/English_Medical_NER/Chemical/pubmedbert/remove_annotations_randomly/0.1","false","true","96","pos_label.txt","20","pubmedbert_partial_medical_NER1","0","10000","42","	","","","sweep/species.json","None","0","test_BIOES.txt","49766","","train_BIOES.txt","99037","0","0","0","false","false","false","0.8595031839825598","0.8596018130701704","0.8525239579388891","0.865814696485623","0.8396350909403867","19","0.12242899045414296","2.5807139536482283e-9","0","0.8740986199235592","0.8579454105298172","99037","None","48"
"cosmic-dew-254","Disease","0.1","1448","80","remove_surfaceforms_randomly","1","5","0.8001370801919122","48","0.8022847100175747","finished","-","possible961","","2022-10-15T09:12:18.000Z","7708","","1e-8","","pubmedbert-base-uncased","","/project/dinglia/NER/ner_incomplete_annotation/data/Disease/BIOES","dev_BIOES.txt","2754","cuda","false","true","false","true","true","false","96","true","false","O1","1","None","1","/project/dinglia/NER/ner_incomplete_annotation/labels/English_Medical_NER/Disease/BIOES_labels.txt","0.00005","lexicon_map.txt","20","false","-1","1000","1","128","-1","pubmedbert-uncased","bert","1","false","false","20","14227","outputs/English_Medical_NER/Disease/pubmedbert/remove_surfaceforms_randomly/0.1","false","true","96","pos_label.txt","20","pubmedbert_partial_medical_NER1","0","10000","42","	","","","sweep/species.json","None","0","test_BIOES.txt","8738","","train_BIOES.txt","16895","0","0","0","false","false","false","0.8240072202166066","0.7816780821917808","0.7977082415160864","0.8219800181653043","0.7748287671232876","19","0.20011183927799092","9.90601438388694e-9","0","0.8230400451212634","0.778474259802614","16895","None","48"
"radiant-grass-251","Disease","0.1","1423","899","remove_annotations_randomly","1","5","0.8291195011184166","48","0.8319309600862999","finished","-","possible961","","2022-10-15T09:09:08.000Z","7569","","1e-8","","pubmedbert-base-uncased","","/project/dinglia/NER/ner_incomplete_annotation/data/Disease/BIOES","dev_BIOES.txt","2754","cuda","false","true","false","true","true","false","96","true","false","O1","1","None","1","/project/dinglia/NER/ner_incomplete_annotation/labels/English_Medical_NER/Disease/BIOES_labels.txt","0.00005","lexicon_map.txt","20","false","-1","1000","1","128","-1","pubmedbert-uncased","bert","1","false","false","20","14227","outputs/English_Medical_NER/Disease/pubmedbert/remove_annotations_randomly/0.1","false","true","96","pos_label.txt","20","pubmedbert_partial_medical_NER1","0","10000","42","	","","","sweep/species.json","None","0","test_BIOES.txt","8738","","train_BIOES.txt","16895","0","0","0","false","false","false","0.8386254893431927","0.8253424657534246","0.8270023876709355","0.8388375165125496","0.8154965753424658","19","0.14677244090828404","3.2047912100097174e-8","0","0.8430048242591316","0.8156841824486529","16895","None","48"
"helpful-universe-129","CellLine","0.1","265","39","remove_surfaceforms_randomly","0","5","0.6614238410596027","48","0.6948356807511737","finished","-","possible961","","2022-10-15T07:02:28.000Z","5916","","1e-8","","pubmedbert-base-uncased","","/project/dinglia/NER/ner_incomplete_annotation/data/CellLine/BIOES","dev_BIOES.txt","2001","cuda","false","true","false","true","true","false","","true","false","O1","1","None","1","/project/dinglia/NER/ner_incomplete_annotation/labels/English_Medical_NER/CellLine/BIOES_labels.txt","0.00005","lexicon_map.txt","20","false","-1","1000","1","128","-1","pubmedbert-uncased","bert","1","false","false","20","2500","outputs/English_Medical_NER/CellLine/pubmedbert/remove_surfaceforms_randomly/0.1","false","true","96","pos_label.txt","20","pubmedbert_partial_medical_NER1","0","10000","42","	","","","sweep/species.json","None","0","test_BIOES.txt","6146","","train_BIOES.txt","12592","0","0","0","false","false","false","0.736318407960199","0.6577777777777778","0.6948356807511737","0.736318407960199","0.6577777777777778","19","0.09777773075655274","1.3001588740735314e-8","0","0.6823228010247652","0.6417670682730924","12592","None",""
"different-totem-511","Gene","0.1","8280","5352","remove_annotations_randomly","3","4","0.7721845645666311","48","0.7619586565027795","finished","-","possible961","","2022-10-16T14:11:19.000Z","36440","","1e-8","","pubmedbert-base-uncased","","/project/dinglia/NER/ner_incomplete_annotation/data/Gene/BIOES","dev_BIOES.txt","12620","cuda","false","true","false","true","true","false","96","true","false","O1","1","None","1","/project/dinglia/NER/ner_incomplete_annotation/labels/English_Medical_NER/Gene/BIOES_labels.txt","0.00005","lexicon_map.txt","20","false","-1","1000","1","128","-1","pubmedbert-uncased","bert","1","false","false","20","82803","outputs/English_Medical_NER/Gene/pubmedbert/remove_annotations_randomly/0.1","false","true","96","pos_label.txt","20","pubmedbert_partial_medical_NER1","0","10000","42","	","","","sweep/species.json","None","0","test_BIOES.txt","36662","","train_BIOES.txt","74905","0","0","0","false","false","false","0.7308429118773946","0.795841735623392","0.7467626406972231","0.7580229226361032","0.7358320005562895","19","0.28100029170778473","0.0000011776919709518552","0","0.7477675596428095","0.7982499822152664","74905","None","48"
"rose-sponge-277","CellLine","0.1","249","42","remove_surfaceforms_randomly","2","5","0.6672199170124481","48","0.7020785219399538","finished","-","possible961","","2022-10-15T10:17:36.000Z","5785","","1e-8","","pubmedbert-base-uncased","","/project/dinglia/NER/ner_incomplete_annotation/data/CellLine/BIOES","dev_BIOES.txt","2001","cuda","false","true","false","true","true","false","96","true","false","O1","1","None","1","/project/dinglia/NER/ner_incomplete_annotation/labels/English_Medical_NER/CellLine/BIOES_labels.txt","0.00005","lexicon_map.txt","20","false","-1","1000","1","128","-1","pubmedbert-uncased","bert","1","false","false","20","2500","outputs/English_Medical_NER/CellLine/pubmedbert/remove_surfaceforms_randomly/0.1","false","true","96","pos_label.txt","20","pubmedbert_partial_medical_NER1","0","10000","42","	","","","sweep/species.json","None","0","test_BIOES.txt","6146","","train_BIOES.txt","12592","0","0","0","false","false","false","0.7307692307692307","0.6755555555555556","0.6967895362663497","0.7493606138107417","0.6511111111111111","19","0.12693111190483683","4.823556082556024e-9","0","0.6901287553648069","0.6457831325301204","12592","None","48"
"legendary-pine-397","Species","0.1","529","289","remove_annotations_randomly","4","5","0.7577108218933857","48","0.8131188118811883","finished","-","possible961","","2022-10-15T14:38:52.000Z","6819","","1e-8","","pubmedbert-base-uncased","","/project/dinglia/NER/ner_incomplete_annotation/data/Species/BIOES","dev_BIOES.txt","2555","cuda","false","true","false","true","true","false","96","true","false","O1","1","None","1","/project/dinglia/NER/ner_incomplete_annotation/labels/English_Medical_NER/Species/BIOES_labels.txt","0.00005","lexicon_map.txt","20","false","-1","1000","1","128","-1","pubmedbert-uncased","bert","1","false","false","20","5290","outputs/English_Medical_NER/Species/pubmedbert/remove_annotations_randomly/0.1","false","true","96","pos_label.txt","20","pubmedbert_partial_medical_NER1","0","10000","42","	","","","sweep/species.json","None","0","test_BIOES.txt","7431","","train_BIOES.txt","15195","0","0","0","false","false","false","0.8161490683229814","0.8101109741060419","0.8063921327596805","0.803921568627451","0.8088779284833539","19","0.06694616523394095","5.537006018130341e-9","0","0.7763975155279503","0.7399025069637883","15195","None","48"
"comfy-snow-128","CellLine","0.1","250","194","remove_annotations_randomly","0","5","0.6909537453950062","48","0.7250000000000002","finished","-","possible961","","2022-10-15T07:02:28.000Z","5792","","1e-8","","pubmedbert-base-uncased","","/project/dinglia/NER/ner_incomplete_annotation/data/CellLine/BIOES","dev_BIOES.txt","2001","cuda","false","true","false","true","true","false","","true","false","O1","1","None","1","/project/dinglia/NER/ner_incomplete_annotation/labels/English_Medical_NER/CellLine/BIOES_labels.txt","0.00005","lexicon_map.txt","20","false","-1","1000","1","128","-1","pubmedbert-uncased","bert","1","false","false","20","2500","outputs/English_Medical_NER/CellLine/pubmedbert/remove_annotations_randomly/0.1","false","true","96","pos_label.txt","20","pubmedbert_partial_medical_NER1","0","10000","42","	","","","sweep/species.json","None","0","test_BIOES.txt","6146","","train_BIOES.txt","12592","0","0","0","false","false","false","0.7418604651162791","0.7088888888888889","0.7213872832369941","0.7518072289156627","0.6933333333333334","19","0.09575206675522384","9.559965292282868e-9","0","0.7045075125208681","0.6779116465863454","12592","None",""
"young-sea-241","Species","0.1","529","311","remove_annotations_randomly","1","5","0.7597179533538239","48","0.8232323232323232","finished","-","possible961","","2022-10-15T08:59:34.000Z","6782","","1e-8","","pubmedbert-base-uncased","","/project/dinglia/NER/ner_incomplete_annotation/data/Species/BIOES","dev_BIOES.txt","2555","cuda","false","true","false","true","true","false","96","true","false","O1","1","None","1","/project/dinglia/NER/ner_incomplete_annotation/labels/English_Medical_NER/Species/BIOES_labels.txt","0.00005","lexicon_map.txt","20","false","-1","1000","1","128","-1","pubmedbert-uncased","bert","1","false","false","20","5290","outputs/English_Medical_NER/Species/pubmedbert/remove_annotations_randomly/0.1","false","true","96","pos_label.txt","20","pubmedbert_partial_medical_NER1","0","10000","42","	","","","sweep/species.json","None","0","test_BIOES.txt","7431","","train_BIOES.txt","15195","0","0","0","false","false","false","0.8434670116429496","0.8039457459926017","0.8051948051948052","0.8076923076923077","0.8027127003699137","19","0.05638775561295814","6.6483225964475435e-9","0","0.7901466716810831","0.7315459610027855","15195","None","48"
"apricot-durian-343","Species","0.1","529","311","remove_annotations_randomly","3","5","0.77553118574366","48","0.8288928359976317","finished","-","possible961","","2022-10-15T12:45:47.000Z","6781","","1e-8","","pubmedbert-base-uncased","","/project/dinglia/NER/ner_incomplete_annotation/data/Species/BIOES","dev_BIOES.txt","2555","cuda","false","true","false","true","true","false","96","true","false","O1","1","None","1","/project/dinglia/NER/ner_incomplete_annotation/labels/English_Medical_NER/Species/BIOES_labels.txt","0.00005","lexicon_map.txt","20","false","-1","1000","1","128","-1","pubmedbert-uncased","bert","1","false","false","20","5290","outputs/English_Medical_NER/Species/pubmedbert/remove_annotations_randomly/0.1","false","true","96","pos_label.txt","20","pubmedbert_partial_medical_NER1","0","10000","42","	","","","sweep/species.json","None","0","test_BIOES.txt","7431","","train_BIOES.txt","15195","0","0","0","false","false","false","0.7972665148063781","0.8631319358816276","0.8200371057513914","0.8225806451612904","0.8175092478421702","19","0.058180793089179506","4.011583314422751e-9","0","0.7634952766531714","0.7879526462395543","15195","None","48"
"magic-wind-308","Disease","0.1","1424","81","remove_surfaceforms_randomly","2","5","0.8026073402295593","48","0.802057705211362","finished","-","possible961","","2022-10-15T11:20:48.000Z","7589","","1e-8","","pubmedbert-base-uncased","","/project/dinglia/NER/ner_incomplete_annotation/data/Disease/BIOES","dev_BIOES.txt","2754","cuda","false","true","false","true","true","false","96","true","false","O1","1","None","1","/project/dinglia/NER/ner_incomplete_annotation/labels/English_Medical_NER/Disease/BIOES_labels.txt","0.00005","lexicon_map.txt","20","false","-1","1000","1","128","-1","pubmedbert-uncased","bert","1","false","false","20","14227","outputs/English_Medical_NER/Disease/pubmedbert/remove_surfaceforms_randomly/0.1","false","true","96","pos_label.txt","20","pubmedbert_partial_medical_NER1","0","10000","42","	","","","sweep/species.json","None","0","test_BIOES.txt","8738","","train_BIOES.txt","16895","0","0","0","false","false","false","0.8398126463700234","0.7675513698630136","0.8003502626970227","0.8189964157706093","0.7825342465753424","19","0.20003545335654557","5.013749614590779e-9","0","0.8561064087061668","0.7554014403841024","16895","None","48"
"comfy-morning-298","Species","0.1","713","6","remove_surfaceforms_randomly","2","5","0.69665907365224","48","0.7389033942558746","finished","-","possible961","","2022-10-15T10:56:34.000Z","6961","","1e-8","","pubmedbert-base-uncased","","/project/dinglia/NER/ner_incomplete_annotation/data/Species/BIOES","dev_BIOES.txt","2555","cuda","false","true","false","true","true","false","96","true","false","O1","1","None","1","/project/dinglia/NER/ner_incomplete_annotation/labels/English_Medical_NER/Species/BIOES_labels.txt","0.00005","lexicon_map.txt","20","false","-1","1000","1","128","-1","pubmedbert-uncased","bert","1","false","false","20","5290","outputs/English_Medical_NER/Species/pubmedbert/remove_surfaceforms_randomly/0.1","false","true","96","pos_label.txt","20","pubmedbert_partial_medical_NER1","0","10000","42","	","","","sweep/species.json","None","0","test_BIOES.txt","7431","","train_BIOES.txt","15195","0","0","0","false","false","false","0.7850208044382802","0.6979038224414303","0.7389033942558746","0.7850208044382802","0.6979038224414303","19","0.11623958089890388","1.2788773346983362e-9","0","0.7658597662771286","0.6389275766016713","15195","None","48"
"atomic-voice-400","Species","0.1","532","7","remove_surfaceforms_randomly","4","5","0.6995915336056442","48","0.7666878575969485","finished","-","possible961","","2022-10-15T14:46:54.000Z","6571","","1e-8","","pubmedbert-base-uncased","","/project/dinglia/NER/ner_incomplete_annotation/data/Species/BIOES","dev_BIOES.txt","2555","cuda","false","true","false","true","true","false","96","true","false","O1","1","None","1","/project/dinglia/NER/ner_incomplete_annotation/labels/English_Medical_NER/Species/BIOES_labels.txt","0.00005","lexicon_map.txt","20","false","-1","1000","1","128","-1","pubmedbert-uncased","bert","1","false","false","20","5290","outputs/English_Medical_NER/Species/pubmedbert/remove_surfaceforms_randomly/0.1","false","true","96","pos_label.txt","20","pubmedbert_partial_medical_NER1","0","10000","42","	","","","sweep/species.json","None","0","test_BIOES.txt","7431","","train_BIOES.txt","15195","0","0","0","false","false","false","0.7913385826771654","0.7435265104808878","0.7578274760383387","0.786472148541114","0.7311960542540074","19","0.08917769506379614","1.2831767435272922e-9","0","0.7494033412887828","0.6559888579387186","15195","None","48"
"fragrant-rain-191","Chemical","0.1","11458","6284","remove_annotations_randomly","0","1","0.8737617475234951","48","0.8719236564540431","finished","-","possible961","","2022-10-15T07:17:50.000Z","46608","","1e-8","","pubmedbert-base-uncased","","/project/dinglia/NER/ner_incomplete_annotation/data/Chemical/BIOES","dev_BIOES.txt","16201","cuda","false","true","false","true","true","false","","true","false","O1","1","None","1","/project/dinglia/NER/ner_incomplete_annotation/labels/English_Medical_NER/Chemical/BIOES_labels.txt","0.00005","lexicon_map.txt","20","false","-1","1000","1","128","-1","pubmedbert-uncased","bert","1","false","false","20","114579","outputs/English_Medical_NER/Chemical/pubmedbert/remove_annotations_randomly/0.1","false","true","96","pos_label.txt","20","pubmedbert_partial_medical_NER1","0","10000","42","	","","","sweep/chemical.json","None","0","test_BIOES.txt","49766","","train_BIOES.txt","99037","0","0","0","false","false","false","0.8487153022977891","0.8964369728613231","0.8492621222768798","0.8671889015128864","0.8320615066842618","19","0.10670407378313149","2.1181924239499495e-8","0","0.8581152112324716","0.8899894664867961","99037","None",""
