"Name","test_f1","entity_name","Created","Runtime","overall_eer_weight","seed","entity_removal_rate","self_training_begin_step","self_training_loss_weight","prior_loss_weight","entity_ratio","State","Notes","User","Tags","Sweep","adam_beta1","adam_beta2","adam_epsilon","cache_dir","confidence_test","config_name","data_cahce_index","data_dir","dataset","dev_file","dev_instances","device","do_eval","do_lower_case","do_predict","do_remove_entity","do_train","eval_all_checkpoints","evaluate_during_training","evaluation_method","false_positive_rate","fp16","fp16_opt_level","gradient_accumulation_steps","label_index","label_map.0","label_map.1","label_map.2","label_map.3","label_map.4","label_map.5","labels","learning_rate","load_big_file","load_weak","local_rank","logging_steps","max_grad_norm","max_seq_length","model_name_or_path","model_type","mt","mt_alpha1","mt_alpha2","mt_avg","mt_beta","mt_class","mt_lambda","mt_loss_type","mt_rampup","mt_updatefreq","n_gpu","no_cuda","not_record_to_csv","num_train_epochs","number_of_annotations","number_of_removal_annotations","number_of_removal_surfaceforms","output_dir","overwrite_output_dir","per_gpu_eval_batch_size","per_gpu_train_batch_size","project_name","remove_labels_from_weak","rep_train_against_weak","save_steps","self_training_ensemble_label","self_training_hp_label","self_training_hp_label_category","self_training_label_mode","self_training_period","self_training_reinit","server_ip","server_port","shuffle_data","sweep_file","sweep_method","sweep_round","test_file","test_instances","tokenizer_name","train_file","train_instances","update_every_period","update_scheme","vat","vat_beta","vat_eps","vat_lambda","vat_loss_type","visible_device","vocab_dir","warmup_steps","weight_decay","whether_category_oriented","whether_self_training","write_examples_to_file","best_dev_f1","best_dev_precision","best_dev_recall","dev_eval_loss","dev_f1","dev_precision","dev_recall","epoch","lr","student_loss","test_eval_loss","test_precision","test_recall","train_loss","training/_tags/B-Chemical_f1","training/_tags/B-Chemical_precision","training/_tags/B-Chemical_recall","training/_tags/B-Disease_f1","training/_tags/B-Disease_precision","training/_tags/B-Disease_recall","training/_tags/B-Gene_f1","training/_tags/B-Gene_precision","training/_tags/B-Gene_recall","training/_tags/I-Chemical_f1","training/_tags/I-Chemical_precision","training/_tags/I-Chemical_recall","training/_tags/I-Disease_f1","training/_tags/I-Disease_precision","training/_tags/I-Disease_recall","training/_tags/I-Gene_f1","training/_tags/I-Gene_precision","training/_tags/I-Gene_recall","training/_tags/L-Chemical_f1","training/_tags/L-Chemical_precision","training/_tags/L-Chemical_recall","training/_tags/L-Disease_f1","training/_tags/L-Disease_precision","training/_tags/L-Disease_recall","training/_tags/L-Gene_f1","training/_tags/L-Gene_precision","training/_tags/L-Gene_recall","training/_tags/O_f1","training/_tags/O_precision","training/_tags/O_recall","training/_tags/U-Chemical_f1","training/_tags/U-Chemical_precision","training/_tags/U-Chemical_recall","training/_tags/U-Disease_f1","training/_tags/U-Disease_precision","training/_tags/U-Disease_recall","training/_tags/U-Gene_f1","training/_tags/U-Gene_precision","training/_tags/U-Gene_recall","training/_tags/__f1","training/_tags/__precision","training/_tags/__recall","training/f1-measure-Disease","training/f1-measure-overall","training/loss/marginal_nll","training/loss/prior_er_margin","training/loss/self_training_loss","training/precision-Disease","training/precision-overall","training/pred_entity_ratio","training/recall-Disease","training/recall-overall","training/self_training_entity_ratio","validation_loss","training/f1-measure-Chemical","training/f1-measure-Gene","training/precision-Chemical","training/precision-Gene","training/recall-Chemical","training/recall-Gene","entity_removal_method","entity_ratio_margin","training/_tags/B-Species_f1","training/_tags/B-Species_precision","training/_tags/B-Species_recall","training/_tags/I-Species_f1","training/_tags/I-Species_precision","training/_tags/I-Species_recall","training/_tags/L-Species_f1","training/_tags/L-Species_precision","training/_tags/L-Species_recall","training/_tags/U-Species_f1","training/_tags/U-Species_precision","training/_tags/U-Species_recall","training/f1-measure-Species","training/precision-Species","training/recall-Species","training/_tags/B-CellLine_f1","training/_tags/B-CellLine_precision","training/_tags/B-CellLine_recall","training/_tags/I-CellLine_f1","training/_tags/I-CellLine_precision","training/_tags/I-CellLine_recall","training/_tags/L-CellLine_f1","training/_tags/L-CellLine_precision","training/_tags/L-CellLine_recall","training/_tags/U-CellLine_f1","training/_tags/U-CellLine_precision","training/_tags/U-CellLine_recall","training/f1-measure-CellLine","training/precision-CellLine","training/recall-CellLine"
"lucky-music-444","0.8429468874928614","Disease","2023-03-17T06:35:23.000Z","4657","7","0","0.3","500","5","10","0.01","finished","-","possible961","","","0.9","0.98","1e-8","","false","","pubmedbert-uncased","data/Disease","self","dev_BIOUL.txt","2754","cuda","false","false","false","false","true","false","true","seqeval","0","false","O1","1","1","_","O","B-Disease","I-Disease","U-Disease","L-Disease","labels/Disease.txt","0.00005","false","false","-1","100","1","128","pubmedbert-uncased","bert","0","0.99","0.995","exponential","10","kl","1","logits","300","1","1","false","false","50","","","","output/Disease/remove_annotations_randomly/0.3/begin500_period100_epoch50.0_LR5e-05","true","160","160","BOND_coca_partial13","false","1","10000","0","-1","-1","hard","100","0","","","false","sweep/sweep.json","None","0","test_BIOUL.txt","8738","","train_BIOUL.txt","16895","false","update_all","0","1","0.001","1","logits","0","data/Disease/pubmedbert-entity.vocab","0","0","false","false","false","0.8357605177993528","0.7921779141104295","0.884417808219178","3.6347265835447584","0.8253968253968252","0.7777357061719046","0.8792808219178082","15","0.00003490566037735849","0.22661054881118503","2.7166075614328355","0.8040188839123593","0.8858362229927981","0.1905156777351321","","","","0.8389565348625183","0.7575100660324097","0.9400270581245422","","","","","","","0.8552213311195374","0.7775852680206299","0.9500797390937804","","","","","","","0.8713002800941467","0.7951831817626953","0.9635322093963624","","","","0.8870266079902649","0.8019944429397583","0.9922285676002502","","","","0.8691571950912476","0.8056870698928833","0.9434825778007508","","","","0","0","0","0.7900494064121208","0.7900494064121208","1.1913181665177577","0.34628977070816336","0.009652686824817024","0.7254916360669115","0.7254916360669115","0.0773415297577483","0.8672187432941222","0.8672187432941222","0.07030283845791609","3.6347265835447584","","","","","","","remove_annotations_randomly","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"clear-pine-461","0.8422991425849476","Disease","2023-03-19T13:15:12.000Z","4412","7","30","0.3","500","5","10","0.01","finished","-","possible961","","","0.9","0.98","1e-8","","false","","pubmedbert-uncased","data/Disease","self","dev_BIOUL.txt","2754","cuda:0","false","false","false","false","true","false","true","seqeval","0","false","O1","1","1","_","O","B-Disease","I-Disease","U-Disease","L-Disease","labels/Disease.txt","0.00005","false","false","-1","100","1","128","pubmedbert-uncased","bert","0","0.99","0.995","exponential","10","kl","1","logits","300","1","1","false","false","50","","","","output/Disease/remove_annotations_randomly/0.3/begin500_period100_epoch50.0_LR5e-05_seed30","true","160","160","BOND_coca_partial13","false","1","10000","0","-1","-1","hard","100","0","","","false","sweep/sweep.json","None","0","test_BIOUL.txt","8738","","train_BIOUL.txt","16895","false","update_all","0","1","0.001","1","logits","0","data/Disease/pubmedbert-entity.vocab","0","0","false","false","false","0.8445700444085588","0.799083269671505","0.8955479452054794","3.440536302318543","0.8360755636806825","0.7955160417471975","0.8809931506849316","15","0.00003490566037735849","0.24544958890671295","2.942450023075658","0.8040499575603249","0.8843691651106962","0.2265649182872748","","","","0.8463093042373657","0.7684463262557983","0.941730260848999","","","","","","","0.856567919254303","0.7807131409645081","0.9487492442131042","","","","","","","0.8772989511489868","0.8050823211669922","0.963748037815094","","","","0.887498140335083","0.802142858505249","0.9931817054748536","","","","0.8705853819847107","0.8078175187110901","0.9439293146133424","","","","0","0","0","0.8058309774055892","0.8058309774055892","1.0610996774034265","0.34523982891717875","0.010313949038404244","0.7492851692534735","0.7492851692534735","0.07719314335397634","0.8716080451025146","0.8716080451025146","0.0705076888156165","3.440536302318543","","","","","","","remove_annotations_randomly","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"twilight-bird-462","0.8346436723307127","Disease","2023-03-19T14:28:49.000Z","4368","7","40","0.3","500","5","10","0.01","finished","-","possible961","","","0.9","0.98","1e-8","","false","","pubmedbert-uncased","data/Disease","self","dev_BIOUL.txt","2754","cuda:0","false","false","false","false","true","false","true","seqeval","0","false","O1","1","1","_","O","B-Disease","I-Disease","U-Disease","L-Disease","labels/Disease.txt","0.00005","false","false","-1","100","1","128","pubmedbert-uncased","bert","0","0.99","0.995","exponential","10","kl","1","logits","300","1","1","false","false","50","","","","output/Disease/remove_annotations_randomly/0.3/begin500_period100_epoch50.0_LR5e-05_seed40","true","160","160","BOND_coca_partial13","false","1","10000","0","-1","-1","hard","100","0","","","false","sweep/sweep.json","None","0","test_BIOUL.txt","8738","","train_BIOUL.txt","16895","false","update_all","0","1","0.001","1","logits","0","data/Disease/pubmedbert-entity.vocab","0","0","false","false","false","0.8334350213544846","0.7938783417280124","0.8771404109589042","3.53500445457504","0.832825512898639","0.7924236567452648","0.877568493150685","15","0.00003490566037735849","0.2701180406136791","3.4393087236201207","0.7955039883973894","0.8778340890904242","0.4034602317299616","","","","0.8392213582992554","0.754906952381134","0.944737434387207","","","","","","","0.8504831790924072","0.7672979235649109","0.9538984298706056","","","","","","","0.8720216155052185","0.7949146628379822","0.9656944274902344","","","","0.8862541317939758","0.8007370829582214","0.9922212362289428","","","","0.8671612739562988","0.8044294714927673","0.9405044317245485","","","","0","0","0","0.7975839466678102","0.7975839466678102","1.1865603106657092","0.3705596531885625","0.012446018452802717","0.7367316069199805","0.7367316069199805","0.07994709222962358","0.8693938861902811","0.8693938861902811","0.07342822215535946","3.53500445457504","","","","","","","remove_annotations_randomly","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"visionary-grass-460","0.8325292901447278","Disease","2023-03-19T12:02:12.000Z","4375","7","20","0.3","500","5","10","0.01","finished","-","possible961","","","0.9","0.98","1e-8","","false","","pubmedbert-uncased","data/Disease","self","dev_BIOUL.txt","2754","cuda:0","false","false","false","false","true","false","true","seqeval","0","false","O1","1","1","_","O","B-Disease","I-Disease","U-Disease","L-Disease","labels/Disease.txt","0.00005","false","false","-1","100","1","128","pubmedbert-uncased","bert","0","0.99","0.995","exponential","10","kl","1","logits","300","1","1","false","false","50","","","","output/Disease/remove_annotations_randomly/0.3/begin500_period100_epoch50.0_LR5e-05","true","160","160","BOND_coca_partial13","false","1","10000","0","-1","-1","hard","100","0","","","false","sweep/sweep.json","None","0","test_BIOUL.txt","8738","","train_BIOUL.txt","16895","false","update_all","0","1","0.001","1","logits","0","data/Disease/pubmedbert-entity.vocab","0","0","false","false","false","0.8365829145728643","0.788556271314892","0.8908390410958904","3.3975313461477614","0.8306631514905699","0.7892100192678227","0.8767123287671232","15","0.00003490566037735849","0.26192029261390076","3.550636442584717","0.7850643979676237","0.8861029607895439","0.420339100387498","","","","0.8449275493621826","0.7655450105667114","0.942677676677704","","","","","","","0.8515199422836304","0.7699846029281616","0.9523683190345764","","","","","","","0.8783488869667053","0.8053147196769714","0.9659512042999268","","","","0.8872722387313843","0.8020095825195312","0.992820143699646","","","","0.8729002475738525","0.8134377002716064","0.941741943359375","","","","0","0","0","0.8008125514023655","0.8008125514023655","1.1265868644905082","0.34458319735328485","0.009782341553798255","0.7425304407977531","0.7425304407977531","0.07808618026013978","0.8690232340375724","0.8690232340375724","0.07178746773314758","3.3975313461477614","","","","","","","remove_annotations_randomly","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"clean-wood-413","0.8235907461713913","Disease","2023-03-16T18:01:20.000Z","4679","7","0","0.3","500","5","10","0.01","finished","-","possible961","","","0.9","0.98","1e-8","","false","","pubmedbert-uncased","data/Disease","self","dev_BIOUL.txt","2754","cuda","false","false","false","false","true","false","true","seqeval","0","false","O1","1","1","_","O","B-Disease","I-Disease","U-Disease","L-Disease","labels/Disease.txt","0.00005","false","false","-1","100","1","128","pubmedbert-uncased","bert","0","0.99","0.995","exponential","10","kl","1","logits","300","1","1","false","false","50","","","","output/Disease/remove_surfaceforms_randomly/0.3/begin500_period100_epoch50.0_LR5e-05","true","160","160","BOND_coca_partial13","false","1","10000","0","-1","-1","hard","100","0","","","false","sweep/sweep.json","None","0","test_BIOUL.txt","8738","","train_BIOUL.txt","16895","false","update_all","0","1","0.001","1","logits","0","data/Disease/pubmedbert-entity.vocab","0","0","false","false","false","0.828731575669504","0.8045143087464732","0.8544520547945206","3.5420894471753477","0.8181441590720796","0.7925361155698234","0.8454623287671232","16","0.0000339622641509434","0.2642437408707258","3.834741596133647","0.8052759016184529","0.8427580688183516","0.1643700265696042","","","","0.8536816239356995","0.7797539830207825","0.9430955052375792","","","","","","","0.8726426959037781","0.802325963973999","0.9564687609672546","","","","","","","0.8856792449951172","0.8172745704650879","0.9665804505348206","","","","0.895329475402832","0.8154625296592712","0.9925394654273988","","","","0.8493174314498901","0.7948927283287048","0.9117426872253418","","","","0","0","0","0.7867516029643934","0.7867516029643934","1.2311323691340466","0.35057161679338067","0.00984172441618357","0.7391491425710351","0.7391491425710351","0.07854315132197846","0.8409074726761365","0.8409074726761365","0.07218740718614766","3.5420894471753477","","","","","","","remove_surfaceforms_randomly","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"stilted-morning-416","0.8140414981077907","Disease","2023-03-16T19:19:25.000Z","4038","7","10","0.3","500","5","10","0.01","finished","-","possible961","","","0.9","0.98","1e-8","","false","","pubmedbert-uncased","data/Disease","self","dev_BIOUL.txt","2754","cuda","false","false","false","false","true","false","true","seqeval","0","false","O1","1","1","_","O","B-Disease","I-Disease","U-Disease","L-Disease","labels/Disease.txt","0.00005","false","false","-1","100","1","128","pubmedbert-uncased","bert","0","0.99","0.995","exponential","10","kl","1","logits","300","1","1","false","false","50","","","","output/Disease/remove_surfaceforms_randomly/0.3/begin500_period100_epoch50.0_LR5e-05","true","160","160","BOND_coca_partial13","false","1","10000","0","-1","-1","hard","100","0","","","false","sweep/sweep.json","None","0","test_BIOUL.txt","8738","","train_BIOUL.txt","16895","false","update_all","0","1","0.001","1","logits","0","data/Disease/pubmedbert-entity.vocab","0","0","false","false","false","0.8157187176835574","0.7891156462585034","0.8441780821917808","3.7608281266228594","0.8038375178607878","0.7682403433476395","0.8428938356164384","14","0.000035849056603773584","0.2693087410796886","3.7097647395547817","0.7968829841594277","0.8319551880501467","0.24947122194020027","","","","0.8472564816474915","0.7706762552261353","0.9407349824905396","","","","","","","0.8708205819129944","0.8009933233261108","0.953985035419464","","","","","","","0.8775722980499268","0.8052799701690674","0.9641245007514954","","","","0.8779404759407043","0.7867902517318726","0.9929776191711426","","","","0.83570796251297","0.7768391370773315","0.9042306542396544","","","","0","0","0","0.7880781904722663","0.7880781904722663","1.1520856220835405","0.3427082488456304","0.01002307043404312","0.745353982300885","0.745353982300885","0.07803778638683703","0.8359981874676333","0.8359981874676333","0.07135178427677136","3.7608281266228594","","","","","","","remove_surfaceforms_randomly","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"apricot-spaceship-428","0.8138153647514527","Disease","2023-03-16T22:42:46.000Z","4013","7","40","0.3","500","5","10","0.01","finished","-","possible961","","","0.9","0.98","1e-8","","false","","pubmedbert-uncased","data/Disease","self","dev_BIOUL.txt","2754","cuda","false","false","false","false","true","false","true","seqeval","0","false","O1","1","1","_","O","B-Disease","I-Disease","U-Disease","L-Disease","labels/Disease.txt","0.00005","false","false","-1","100","1","128","pubmedbert-uncased","bert","0","0.99","0.995","exponential","10","kl","1","logits","300","1","1","false","false","50","","","","output/Disease/remove_surfaceforms_randomly/0.3/begin500_period100_epoch50.0_LR5e-05","true","160","160","BOND_coca_partial13","false","1","10000","0","-1","-1","hard","100","0","","","false","sweep/sweep.json","None","0","test_BIOUL.txt","8738","","train_BIOUL.txt","16895","false","update_all","0","1","0.001","1","logits","0","data/Disease/pubmedbert-entity.vocab","0","0","false","false","false","0.8137676705593117","0.7803536345776031","0.8501712328767124","3.9903946736224967","0.811946446961895","0.7824533545057563","0.84375","14","0.000035849056603773584","0.28470915694945576","3.851531207305926","0.7886636636636637","0.8406241664443852","0.2512708082255554","","","","0.8430864214897156","0.7608659863471985","0.945229470729828","","","","","","","0.8576953411102295","0.7761908769607544","0.9583249092102052","","","","","","","0.8781055808067322","0.8037503957748413","0.9676203727722168","","","","0.8774086833000183","0.7865418195724487","0.9920130968093872","","","","0.8275036811828613","0.7714698314666748","0.8923148512840271","","","","0","0","0","0.7795468152251727","0.7795468152251727","1.298162654676285","0.3848201522418485","0.010665050848527952","0.7358006244851828","0.7358006244851828","0.08045211612746166","0.8288235801829794","0.8288235801829794","0.07341369636379205","3.9903946736224967","","","","","","","remove_surfaceforms_randomly","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"misunderstood-aardvark-419","0.8078532346314773","Disease","2023-03-16T20:26:58.000Z","4426","7","20","0.3","500","5","10","0.01","finished","-","possible961","","","0.9","0.98","1e-8","","false","","pubmedbert-uncased","data/Disease","self","dev_BIOUL.txt","2754","cuda","false","false","false","false","true","false","true","seqeval","0","false","O1","1","1","_","O","B-Disease","I-Disease","U-Disease","L-Disease","labels/Disease.txt","0.00005","false","false","-1","100","1","128","pubmedbert-uncased","bert","0","0.99","0.995","exponential","10","kl","1","logits","300","1","1","false","false","50","14227","4225","312","output/Disease/remove_surfaceforms_randomly/0.3/begin500_period100_epoch50.0_LR5e-05","true","160","160","BOND_coca_partial13","false","1","10000","0","-1","-1","hard","100","0","","","false","sweep/sweep.json","None","0","test_BIOUL.txt","8738","","train_BIOUL.txt","16895","false","update_all","0","1","0.001","1","logits","0","data/Disease/pubmedbert-entity.vocab","0","0","false","false","false","0.8090760425183973","0.7742566510172144","0.8471746575342466","4.061500566238347","0.8041530944625407","0.7666925465838509","0.8454623287671232","15","0.00003490566037735849","0.29248456942747453","3.85003523920175","0.7807639666542242","0.836889837289944","0.49487306061295433","","","","0.8449324369430542","0.7644634246826172","0.9443351030349731","","","","","","","0.8525478839874268","0.7659825086593628","0.9611721634864808","","","","","","","0.8779577612876892","0.8024889826774597","0.9690947532653807","","","","0.8863336443901062","0.8015133142471313","0.991230845451355","","","","0.8407241106033325","0.7910712361335754","0.8970274329185486","","","","0","0","0","0.7743148187569991","0.7743148187569991","1.3530247780570623","0.38611752087403106","0.010004494054492111","0.7227948824190971","0.7227948824190971","0.0809405950956862","0.8337430015021167","0.8337430015021167","0.07406608480705902","4.061500566238347","","","","","","","remove_surfaceforms_randomly","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"rare-wind-424","0.8004671987541367","Disease","2023-03-16T21:40:50.000Z","3711","7","30","0.3","500","5","10","0.01","finished","-","possible961","","","0.9","0.98","1e-8","","false","","pubmedbert-uncased","data/Disease","self","dev_BIOUL.txt","2754","cuda","false","false","false","false","true","false","true","seqeval","0","false","O1","1","1","_","O","B-Disease","I-Disease","U-Disease","L-Disease","labels/Disease.txt","0.00005","false","false","-1","100","1","128","pubmedbert-uncased","bert","0","0.99","0.995","exponential","10","kl","1","logits","300","1","1","false","false","50","","","","output/Disease/remove_surfaceforms_randomly/0.3/begin500_period100_epoch50.0_LR5e-05","true","160","160","BOND_coca_partial13","false","1","10000","0","-1","-1","hard","100","0","","","false","sweep/sweep.json","None","0","test_BIOUL.txt","8738","","train_BIOUL.txt","16895","false","update_all","0","1","0.001","1","logits","0","data/Disease/pubmedbert-entity.vocab","0","0","false","false","false","0.8099071207430341","0.7819848545237146","0.8398972602739726","3.488391870975017","0.7985924239287931","0.7731462925851703","0.8257705479452054","13","0.00003679245283018868","0.28490466858289554","4.449323139103097","0.7794768103121446","0.8226193651640438","0.2146146431892621","","","","0.8413552641868591","0.7592222690582275","0.9434142112731934","","","","","","","0.8586313724517822","0.7770043611526489","0.9594219923019408","","","","","","","0.8748996257781982","0.7992381453514099","0.9663844108581544","","","","0.8655286431312561","0.7677844166755676","0.9917902946472168","","","","0.82045578956604","0.7598537802696228","0.8915622234344482","","","","0","0","0","0.77412044643358","0.77412044643358","1.275545461829272","0.387956336163466","0.011187223935120628","0.729478090031605","0.729478090031605","0.0807004102688049","0.8245830014241919","0.8245830014241919","0.07307630783574733","3.488391870975017","","","","","","","remove_surfaceforms_randomly","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"copper-bush-499","0.8446726572528882","Disease","2023-03-21T16:33:26.000Z","4688","7","40","0.4","500","5","10","0.01","finished","-","possible961","","","0.9","0.98","1e-8","","false","","pubmedbert-uncased","data/Disease","self","dev_BIOUL.txt","2754","cuda:0","false","false","false","false","true","false","true","seqeval","0","false","O1","1","1","_","O","B-Disease","I-Disease","U-Disease","L-Disease","labels/Disease.txt","0.00005","false","false","-1","100","1","128","pubmedbert-uncased","bert","0","0.99","0.995","exponential","10","kl","1","logits","300","1","1","false","false","50","","","","output/Disease/remove_annotations_randomly/0.4/begin500_period100_epoch50.0_LR5e-05_seed40","true","160","160","BOND_coca_partial13","false","1","10000","0","-1","-1","hard","100","0","","","false","sweep/sweep.json","None","0","test_BIOUL.txt","8738","","train_BIOUL.txt","16895","false","update_all","0","1","0.001","1","logits","0","data/Disease/pubmedbert-entity.vocab","0","0","false","false","false","0.8465173618245326","0.8139075464243382","0.8818493150684932","3.5235305577119367","0.8376688848558177","0.7918414029736942","0.8891267123287672","16","0.0000339622641509434","0.2451258328894869","3.102612394604493","0.8141549121504578","0.8775673512936784","0.15533119207019808","","","","0.8423309922218323","0.7613849639892578","0.9425360560417176","","","","","","","0.8551334738731384","0.7780978679656982","0.9490988850593568","","","","","","","0.8740732073783875","0.7997326254844666","0.9636512398719788","","","","0.895691990852356","0.8152926564216614","0.9936831593513488","","","","0.8641194105148315","0.7982842326164246","0.9417895078659058","","","","0","0","0","0.8108471147188433","0.8108471147188433","1.1052780752596114","0.32861825387360094","0.010139802975690396","0.7589463799272027","0.7589463799272027","0.07632813529247055","0.8703674036099541","0.8703674036099541","0.07040899261844666","3.5235305577119367","","","","","","","remove_annotations_randomly","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"grateful-hill-495","0.8443612420114905","Disease","2023-03-21T12:36:09.000Z","4681","7","0","0.4","500","5","10","0.01","finished","-","possible961","","","0.9","0.98","1e-8","","false","","pubmedbert-uncased","data/Disease","self","dev_BIOUL.txt","2754","cuda:0","false","false","false","false","true","false","true","seqeval","0","false","O1","1","1","_","O","B-Disease","I-Disease","U-Disease","L-Disease","labels/Disease.txt","0.00005","false","false","-1","100","1","128","pubmedbert-uncased","bert","0","0.99","0.995","exponential","10","kl","1","logits","300","1","1","false","false","50","","","","output/Disease/remove_annotations_randomly/0.4/begin500_period100_epoch50.0_LR5e-05_seed0","true","160","160","BOND_coca_partial13","false","1","10000","0","-1","-1","hard","100","0","","","false","sweep/sweep.json","None","0","test_BIOUL.txt","8738","","train_BIOUL.txt","16895","false","update_all","0","1","0.001","1","logits","0","data/Disease/pubmedbert-entity.vocab","0","0","false","false","false","0.8337101747173691","0.8018979833926453","0.8681506849315068","3.746269459235414","0.8265099310903932","0.7848344880677445","0.8728595890410958","16","0.0000339622641509434","0.2542628983570853","3.022281882936508","0.8182159389465783","0.8722325953587623","0.17652483010430822","","","","0.8408823013305664","0.7607253193855286","0.939920961856842","","","","","","","0.8542335033416748","0.7765755653381348","0.9491487145423888","","","","","","","0.8707453608512878","0.7947975397109985","0.9627412557601928","","","","0.8954656720161438","0.8151865005493164","0.993283748626709","","","","0.868486762046814","0.8054245114326477","0.9422630071640016","","","","0","0","0","0.8035306763683975","0.8035306763683975","1.1055959612544102","0.31746634770442056","0.009968314378881972","0.7502779407677341","0.7502779407677341","0.07567282722529016","0.8649204314856349","0.8649204314856349","0.0693870957745076","3.746269459235414","","","","","","","remove_annotations_randomly","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"wobbly-cosmos-496","0.8323083750713243","Disease","2023-03-21T13:54:22.000Z","3042","7","10","0.4","500","5","10","0.01","finished","-","possible961","","","0.9","0.98","1e-8","","false","","pubmedbert-uncased","data/Disease","self","dev_BIOUL.txt","2754","cuda:0","false","false","false","false","true","false","true","seqeval","0","false","O1","1","1","_","O","B-Disease","I-Disease","U-Disease","L-Disease","labels/Disease.txt","0.00005","false","false","-1","100","1","128","pubmedbert-uncased","bert","0","0.99","0.995","exponential","10","kl","1","logits","300","1","1","false","false","50","","","","output/Disease/remove_annotations_randomly/0.4/begin500_period100_epoch50.0_LR5e-05_seed10","true","160","160","BOND_coca_partial13","false","1","10000","0","-1","-1","hard","100","0","","","false","sweep/sweep.json","None","0","test_BIOUL.txt","8738","","train_BIOUL.txt","16895","false","update_all","0","1","0.001","1","logits","0","data/Disease/pubmedbert-entity.vocab","0","0","false","false","false","0.8265368228849664","0.785576552256074","0.8720034246575342","2.9004864451841184","0.8226892470924301","0.7859649122807018","0.863013698630137","11","0.00003867924528301887","0.28973277505984923","2.6649716107071884","0.7932326283987915","0.875433448919712","0.31307087030886815","","","","0.806566059589386","0.7066173553466797","0.9394478797912598","","","","","","","0.8266597986221313","0.7333986759185791","0.9470953345298768","","","","","","","0.8397126197814941","0.7464233636856079","0.959651529788971","","","","0.835181474685669","0.7203072309494019","0.9936477541923524","","","","0.8288366198539734","0.7437418699264526","0.9359191656112672","","","","0","0","0","0.803060677490606","0.803060677490606","0.8975672201941661","0.33995852131795545","0.01630200965806991","0.7491129286369926","0.7491129286369926","0.077830467777714","0.8653815718671858","0.8653815718671858","0.06965299776737953","2.9004864451841184","","","","","","","remove_annotations_randomly","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"lively-grass-498","0.8318015863024045","Disease","2023-03-21T15:31:06.000Z","3731","7","30","0.4","500","5","10","0.01","finished","-","possible961","","","0.9","0.98","1e-8","","false","","pubmedbert-uncased","data/Disease","self","dev_BIOUL.txt","2754","cuda:0","false","false","false","false","true","false","true","seqeval","0","false","O1","1","1","_","O","B-Disease","I-Disease","U-Disease","L-Disease","labels/Disease.txt","0.00005","false","false","-1","100","1","128","pubmedbert-uncased","bert","0","0.99","0.995","exponential","10","kl","1","logits","300","1","1","false","false","50","","","","output/Disease/remove_annotations_randomly/0.4/begin500_period100_epoch50.0_LR5e-05_seed30","true","160","160","BOND_coca_partial13","false","1","10000","0","-1","-1","hard","100","0","","","false","sweep/sweep.json","None","0","test_BIOUL.txt","8738","","train_BIOUL.txt","16895","false","update_all","0","1","0.001","1","logits","0","data/Disease/pubmedbert-entity.vocab","0","0","false","false","false","0.8271431439469986","0.77882797731569","0.8818493150684932","3.564244148375878","0.8218737434660233","0.7748294162244125","0.875","13","0.00003679245283018868","0.2972653225453291","3.0442274586203815","0.7876728659990463","0.8811683115497466","0.1801661042313234","","","","0.8250296711921692","0.7332195043563843","0.9431228041648864","","","","","","","0.8403449058532715","0.752105176448822","0.9520421028137208","","","","","","","0.8572129607200623","0.7715446352958679","0.9642820358276368","","","","0.8646184802055359","0.7656965255737305","0.992892324924469","","","","0.845607578754425","0.76966792345047","0.9381728768348694","","","","0","0","0","0.8016105498813311","0.8016105498813311","1.0547154989012548","0.35897547822279674","0.013459562318807714","0.7441785921085284","0.7441785921085284","0.0794974241346979","0.8686484659762956","0.8686484659762956","0.07281295145893919","3.564244148375878","","","","","","","remove_annotations_randomly","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
