entity_name,entity_removal_method,entity_removal_rate,number_of_annotations,number_of_surfaceforms,number_of_entity_annotations_after_removal,number_of_surfaceforms_after_removal,test_precision,test_recall,test_f1,seed,Model,erosion_rate,misguidance_rate
Species,remove_annotations_randomly,0.1,5290.0,1567.0,4761.0,1275.0,0.7246935201401051,0.7156693185748876,0.7201531500174035,42,BiLSTM-Partial-CRF,0.06782700915240514,-0.05842068228518018
Disease,remove_surfaceforms_randomly,0.1,14227.0,4238.0,12817.0,4151.0,0.7583866335987469,0.7748732995465457,0.7665413285836795,42,BiLSTM-Partial-CRF,0.09997925686830997,-0.05171600425879415
Chemical,remove_annotations_randomly,0.1,114579.0,29908.0,103121.0,23801.0,0.8047138604035726,0.8596392034913511,0.8312702358679959,42,BiLSTM-Partial-CRF,0.054628286119052946,-0.04485039208404504
Species,remove_surfaceforms_randomly,0.1,5290.0,1567.0,4742.0,1556.0,0.7370311252992817,0.6388792805257696,0.6844543264776728,42,BiLSTM-Partial-CRF,0.11403590111929737,-0.0012460228065193342
Disease,remove_annotations_randomly,0.1,14227.0,4238.0,12804.0,3334.0,0.7760515346722243,0.8194185116030942,0.7971456373662018,42,BiLSTM-Partial-CRF,0.06404575699509273,-0.05259681849708235
CellLine,remove_surfaceforms_randomly,0.1,2500.0,1419.0,2231.0,1388.0,0.6160938809723386,0.5889423076923077,0.6022122081114297,42,BiLSTM-Partial-CRF,0.1515776696858077,-0.11838806622415539
Disease,remove_annotations_randomly,0.1,14227.0,4238.0,12804.0,3339.0,0.7767271810388301,0.8216857828754335,0.7985742060920286,42,BiLSTM-Partial-CRF,0.06236842866550492,-0.05071382893350962
Disease,remove_surfaceforms_randomly,0.1,14227.0,4238.0,12802.0,4162.0,0.7537303578502575,0.76126967191251,0.7574812553911486,42,BiLSTM-Partial-CRF,0.11061697919782294,-0.06429535709231132
Species,remove_surfaceforms_randomly,0.1,5290.0,1567.0,4559.0,1560.0,0.7112369337979094,0.5648564510549983,0.6296510507036823,42,BiLSTM-Partial-CRF,0.18497377521628863,-0.08839200921304362
Species,remove_surfaceforms_randomly,0.1,5290.0,1567.0,4351.0,1563.0,0.6669572798605057,0.5292286406087859,0.5901639344262295,42,BiLSTM-Partial-CRF,0.2360862688288076,-0.16121493063576595
CellLine,remove_annotations_randomly,0.1,2500.0,1419.0,2250.0,1215.0,0.63984375,0.65625,0.6479430379746836,42,BiLSTM-Partial-CRF,0.08715011953457508,-0.06717868251270342
Species,remove_annotations_randomly,0.1,5290.0,1567.0,4761.0,1282.0,0.7468982630272953,0.7288135593220338,0.7377450980392157,42,BiLSTM-Partial-CRF,0.045055826658887195,-0.03318204406520501
Species,remove_annotations_randomly,0.1,5290.0,1567.0,4761.0,1270.0,0.7360661632506292,0.7080594949844344,0.7217912552891396,42,BiLSTM-Partial-CRF,0.06570663032681716,-0.05601859652054834
CellLine,remove_annotations_randomly,0.1,2500.0,1419.0,2250.0,1214.0,0.6442006269592476,0.6586538461538461,0.6513470681458002,42,BiLSTM-Partial-CRF,0.08235437615485229,-0.061601458616406354
CellLine,remove_surfaceforms_randomly,0.1,2500.0,1419.0,2252.0,1392.0,0.5824891461649783,0.6450320512820513,0.612167300380228,42,BiLSTM-Partial-CRF,0.13755250967174196,-0.1002007890130579
Disease,remove_surfaceforms_randomly,0.1,14227.0,4238.0,12808.0,4181.0,0.7536,0.7538010136036276,0.7537004933991199,42,BiLSTM-Partial-CRF,0.11505609303393786,-0.06963414546995991
Species,remove_surfaceforms_randomly,0.1,5290.0,1567.0,4754.0,1563.0,0.7021704180064309,0.6042891732964372,0.6495631158207845,42,BiLSTM-Partial-CRF,0.15919941139699179,-0.055027841771056046
Chemical,remove_surfaceforms_randomly,0.1,114579.0,29908.0,102750.0,29666.0,0.7988304732757678,0.7747937169814655,0.7866285171000351,42,BiLSTM-Partial-CRF,0.10539759838510653,-0.05206162976218395
Gene,remove_surfaceforms_randomly,0.1,82803.0,28109.0,74593.0,27977.0,0.6746270683840008,0.7031331099891474,0.688585192287698,42,BiLSTM-Partial-CRF,0.11291164418009088,-0.0701159018401868
Gene,remove_surfaceforms_randomly,0.1,82803.0,28109.0,74107.0,27992.0,0.675324074074074,0.68829330439296,0.6817470146986657,42,BiLSTM-Partial-CRF,0.12172110999811957,-0.080849564650379
Gene,remove_surfaceforms_randomly,0.1,82803.0,28109.0,74313.0,27963.0,0.6689741976085588,0.7022129948567923,0.6851907272266856,42,BiLSTM-Partial-CRF,0.11728465490350982,-0.075417303180997
Gene,remove_surfaceforms_randomly,0.1,82803.0,28109.0,74148.0,27981.0,0.666651840320249,0.7072146463454915,0.6863344437957206,42,BiLSTM-Partial-CRF,0.11581123133571787,-0.07362521391694553
Chemical,remove_surfaceforms_randomly,0.1,114579.0,29908.0,103218.0,29717.0,0.7918385731015224,0.7765605950845451,0.7841251717186134,42,BiLSTM-Partial-CRF,0.10824455694509809,-0.055420371091790536
Gene,remove_surfaceforms_randomly,0.1,82803.0,28109.0,74449.0,27952.0,0.6707417019532851,0.6951115934506676,0.6827092408935026,42,BiLSTM-Partial-CRF,0.12048149627615028,-0.07932619027445362
Chemical,remove_surfaceforms_randomly,0.1,114579.0,29908.0,103083.0,29635.0,0.7898395157316815,0.7930632365673093,0.791448093453824,42,BiLSTM-Partial-CRF,0.09991647929631353,-0.04565502976469934
Chemical,remove_surfaceforms_randomly,0.1,114579.0,29908.0,103170.0,29713.0,0.7897802631107288,0.7785748361220559,0.7841375199081778,42,BiLSTM-Partial-CRF,0.10823051382334521,-0.05540375088107302
Chemical,remove_surfaceforms_randomly,0.1,114579.0,29908.0,103202.0,29664.0,0.7808765643478721,0.7816492040214146,0.7812626931567328,42,BiLSTM-Partial-CRF,0.1114999438785264,-0.05928733954233223
Chemical,remove_annotations_randomly,0.2,114579.0,29908.0,91663.0,19665.0,0.8151623573887802,0.8534021237874799,0.8338440556241314,42,BiLSTM-Partial-CRF,0.05170117975930483,-0.036797895578462754
Species,remove_surfaceforms_randomly,0.2,5290.0,1567.0,4105.0,1534.0,0.684085510688836,0.4980975441023867,0.5764611689351481,42,BiLSTM-Partial-CRF,0.25382325698250224,-0.09546491313442523
Chemical,remove_annotations_randomly,0.2,114579.0,29908.0,91663.0,19802.0,0.8024306071564208,0.8586320829725957,0.8295805664145856,42,BiLSTM-Partial-CRF,0.0565498822957702,-0.042126343253392456
CellLine,remove_annotations_randomly,0.2,2500.0,1419.0,2000.0,1054.0,0.6016819571865444,0.6306089743589743,0.6158059467918622,42,BiLSTM-Partial-CRF,0.13242622889203248,-0.08464243808077417
Chemical,remove_annotations_randomly,0.2,114579.0,29908.0,91663.0,19725.0,0.8018266499306336,0.8578016502641482,0.8288702035938367,42,BiLSTM-Partial-CRF,0.05735775064994921,-0.04301947200329857
Chemical,remove_annotations_randomly,0.2,114579.0,29908.0,91663.0,19694.0,0.8074320372938562,0.853826174532219,0.8299812788760456,42,BiLSTM-Partial-CRF,0.05609416740292511,-0.04162320779385187
Chemical,remove_annotations_randomly,0.2,114579.0,29908.0,91663.0,19807.0,0.8120494944209051,0.8499567114864746,0.8305708070030042,42,BiLSTM-Partial-CRF,0.05542371970527358,-0.040883877476063354
Species,remove_surfaceforms_randomly,0.2,5290.0,1567.0,4242.0,1541.0,0.709995517705065,0.5479072985126254,0.6185083951581414,42,BiLSTM-Partial-CRF,0.19939693304823095,-0.020993391999877275
Species,remove_surfaceforms_randomly,0.2,5290.0,1567.0,4238.0,1540.0,0.6631886477462438,0.549636803874092,0.6010970304520521,42,BiLSTM-Partial-CRF,0.2219343668043997,-0.05056746641719393
Disease,remove_annotations_randomly,0.2,14227.0,4238.0,11382.0,2756.0,0.7699560025141421,0.816884502534009,0.7927263314566751,42,BiLSTM-Partial-CRF,0.06923460571140073,-0.05041854314154928
Disease,remove_annotations_randomly,0.2,14227.0,4238.0,11382.0,2750.0,0.7763108261033572,0.8234195785542812,0.7991715746553621,42,BiLSTM-Partial-CRF,0.061667039088391835,-0.041947016894038056
CellLine,remove_annotations_randomly,0.2,2500.0,1419.0,2000.0,1052.0,0.6431679721496953,0.5921474358974359,0.6166040884438883,42,BiLSTM-Partial-CRF,0.13130177277637786,-0.08323846051459856
Disease,remove_annotations_randomly,0.2,14227.0,4238.0,11382.0,2715.0,0.7692499067048141,0.8247532675380101,0.7960352706442685,42,BiLSTM-Partial-CRF,0.06534947415287418,-0.046052190030131654
CellLine,remove_annotations_randomly,0.2,2500.0,1419.0,2000.0,1048.0,0.6350710900473934,0.6442307692307693,0.6396181384248211,42,BiLSTM-Partial-CRF,0.09887859428249816,-0.04426254258183679
Species,remove_annotations_randomly,0.2,5290.0,1567.0,4232.0,1034.0,0.7334770114942529,0.7063299896229678,0.7196475770925111,42,BiLSTM-Partial-CRF,0.06848142748755665,-0.053327640004674236
CellLine,remove_surfaceforms_randomly,0.2,2500.0,1419.0,2000.0,1319.0,0.5717703349282297,0.5745192307692307,0.5731414868105515,42,BiLSTM-Partial-CRF,0.1925337459290209,-0.12202876565040918
Species,remove_annotations_randomly,0.2,5290.0,1567.0,4232.0,1077.0,0.7367849384503983,0.7039086821169146,0.7199716964443658,42,BiLSTM-Partial-CRF,0.06806188435898379,-0.05285344931960299
Disease,remove_surfaceforms_randomly,0.2,14227.0,4238.0,11333.0,4057.0,0.7573895229733685,0.6903174179781275,0.7222997488138431,42,BiLSTM-Partial-CRF,0.15192471371059083,-0.04241459029424968
CellLine,remove_surfaceforms_randomly,0.2,2500.0,1419.0,2004.0,1349.0,0.5746753246753247,0.5673076923076923,0.5709677419354838,42,BiLSTM-Partial-CRF,0.19559621073390615,-0.12630046805997672
CellLine,remove_annotations_randomly,0.2,2500.0,1419.0,2000.0,1061.0,0.6443691786621507,0.6097756410256411,0.6265953067105805,42,BiLSTM-Partial-CRF,0.11722571691047573,-0.06596595339881188
CellLine,remove_annotations_randomly,0.2,2500.0,1419.0,2000.0,1050.0,0.6331658291457286,0.6057692307692307,0.6191646191646192,42,BiLSTM-Partial-CRF,0.1276943875197149,-0.07875877083244724
CellLine,remove_surfaceforms_randomly,0.2,2500.0,1419.0,1997.0,1346.0,0.6338751069289992,0.59375,0.613156805957799,42,BiLSTM-Partial-CRF,0.13615845186840647,-0.04880387649704083
Species,remove_annotations_randomly,0.2,5290.0,1567.0,4232.0,1044.0,0.7522123893805309,0.7056381874783811,0.7281813314295913,42,BiLSTM-Partial-CRF,0.05743525584564633,-0.04098340797306052
CellLine,remove_surfaceforms_randomly,0.2,2500.0,1419.0,1977.0,1339.0,0.6513213981244672,0.6121794871794872,0.631144155307724,42,BiLSTM-Partial-CRF,0.1108171043399367,-0.018913396537022936
CellLine,remove_surfaceforms_randomly,0.2,2500.0,1419.0,1984.0,1332.0,0.5860688550840673,0.5865384615384616,0.5863035642771326,42,BiLSTM-Partial-CRF,0.17399044792615753,-0.09684005721840247
Disease,remove_surfaceforms_randomly,0.2,14227.0,4238.0,11406.0,4083.0,0.7570339976553341,0.6889837289943985,0.721407624633431,42,BiLSTM-Partial-CRF,0.15297218530524542,-0.04370368571029603
Disease,remove_surfaceforms_randomly,0.2,14227.0,4238.0,11368.0,4067.0,0.7631848064280496,0.6967191251000266,0.7284389597713171,42,BiLSTM-Partial-CRF,0.14471646935095897,-0.03362922401321724
Species,remove_surfaceforms_randomly,0.2,5290.0,1567.0,4238.0,1548.0,0.6728051391862955,0.5434105845728122,0.6012246460007654,42,BiLSTM-Partial-CRF,0.22176918004138982,-0.05034447365636984
Disease,remove_annotations_randomly,0.2,14227.0,4238.0,11382.0,2756.0,0.7859191655801825,0.8039477193918378,0.7948312236286921,42,BiLSTM-Partial-CRF,0.06676318434606994,-0.04763679815837415
Disease,remove_surfaceforms_randomly,0.2,14227.0,4238.0,11403.0,4084.0,0.7457122608079376,0.7016537743398239,0.7230124372981515,42,BiLSTM-Partial-CRF,0.15108792331801824,-0.041387060426085885
Species,remove_annotations_randomly,0.2,5290.0,1567.0,4232.0,1062.0,0.7474415204678363,0.7073676928398478,0.7268526746045851,42,BiLSTM-Partial-CRF,0.05915508169983599,-0.04288628287198554
Disease,remove_surfaceforms_randomly,0.2,14227.0,4238.0,11393.0,4061.0,0.748521930427609,0.7260602827420646,0.7371200324961072,42,BiLSTM-Partial-CRF,0.13452374361837255,-0.021456158476330593
Species,remove_surfaceforms_randomly,0.2,5290.0,1567.0,4196.0,1545.0,0.6688191881918819,0.5015565548253199,0.5732358173552085,42,BiLSTM-Partial-CRF,0.25799818231433574,-0.10162862339357877
Disease,remove_annotations_randomly,0.2,14227.0,4238.0,11382.0,2742.0,0.7737454636466025,0.8246198986396372,0.7983730389308541,42,BiLSTM-Partial-CRF,0.06260462547726517,-0.04298917622991531
Species,remove_annotations_randomly,0.2,5290.0,1567.0,4232.0,1054.0,0.7425885755603759,0.7104808024904877,0.7261799540392433,42,BiLSTM-Partial-CRF,0.060025857508265404,-0.043852394709552156
Gene,remove_surfaceforms_randomly,0.2,82803.0,28109.0,66401.0,27568.0,0.6628451799421793,0.6274713348747227,0.644673372924494,42,BiLSTM-Partial-CRF,0.16948222408255592,-0.07368731153951683
Gene,remove_annotations_randomly,0.2,82803.0,28109.0,66242.0,19633.0,0.7031260254194649,0.7583164252347473,0.729679111000125,42,BiLSTM-Partial-CRF,0.059971300424378815,-0.03440276353104419
Chemical,remove_surfaceforms_randomly,0.2,114579.0,29908.0,91713.0,29334.0,0.7790587678845926,0.6984645829284237,0.7365635975740411,42,BiLSTM-Partial-CRF,0.16233450859238666,-0.055448138218753905
Gene,remove_annotations_randomly,0.2,82803.0,28109.0,66242.0,19602.0,0.6961843515541265,0.76621997829472,0.7295251359000855,42,BiLSTM-Partial-CRF,0.06016966297974747,-0.034621086740427874
Chemical,remove_surfaceforms_randomly,0.2,114579.0,29908.0,91662.0,29349.0,0.7712474397737248,0.6985882643956394,0.7331219521240103,42,BiLSTM-Partial-CRF,0.16624855978449843,-0.06040294590405097
Gene,remove_annotations_randomly,0.2,82803.0,28109.0,66242.0,19660.0,0.7016358770718232,0.7670221299485679,0.732873469939812,42,BiLSTM-Partial-CRF,0.055856081782672054,-0.02989413571130104
Chemical,remove_surfaceforms_randomly,0.2,114579.0,29908.0,91872.0,29321.0,0.7733045954891848,0.710002296941534,0.7403026869686168,42,BiLSTM-Partial-CRF,0.1580821858256355,-0.050117325553061545
Gene,remove_surfaceforms_randomly,0.2,82803.0,28109.0,66405.0,27620.0,0.6552123831832122,0.6401406124663804,0.647588815828729,42,BiLSTM-Partial-CRF,0.1657263265097193,-0.06885357448711092
Chemical,remove_surfaceforms_randomly,0.2,114579.0,29908.0,91868.0,29382.0,0.7788457742865038,0.697227768256268,0.7357802783811752,42,BiLSTM-Partial-CRF,0.1632253474266464,-0.05657177907735411
Gene,remove_surfaceforms_randomly,0.2,82803.0,28109.0,66332.0,27566.0,0.6606007944389275,0.6277780399188412,0.6437713207364576,42,BiLSTM-Partial-CRF,0.17064431702517419,-0.07519176188926707
Gene,remove_surfaceforms_randomly,0.2,82803.0,28109.0,66309.0,27568.0,0.6587589888056935,0.6289340820082102,0.6435011405742701,42,BiLSTM-Partial-CRF,0.1709923838708375,-0.07564319152364295
Gene,remove_annotations_randomly,0.2,82803.0,28109.0,66242.0,19587.0,0.7083443184814131,0.760652102109187,0.7335669268048508,42,BiLSTM-Partial-CRF,0.05496271736367315,-0.028920554252574435
Gene,remove_surfaceforms_randomly,0.2,82803.0,28109.0,66398.0,27585.0,0.6608258791814728,0.6361770395885434,0.6482672404466829,42,BiLSTM-Partial-CRF,0.164852327786498,-0.0677349978682762
Gene,remove_annotations_randomly,0.2,82803.0,28109.0,66242.0,19505.0,0.6968088521713075,0.7681073939508328,0.7307230470547307,42,BiLSTM-Partial-CRF,0.05862642178244252,-0.03292498019823933
Chemical,remove_surfaceforms_randomly,0.2,114579.0,29908.0,91800.0,29363.0,0.7832371649697709,0.7027227591568458,0.7407986887200119,42,BiLSTM-Partial-CRF,0.15751810208298267,-0.04941421951281652
Species,remove_surfaceforms_randomly,0.3,5290.0,1567.0,3715.0,1503.0,0.6714285714285714,0.4714631615358008,0.5539524486892908,42,BiLSTM-Partial-CRF,0.2829587555514185,-0.06291199085174771
Disease,remove_surfaceforms_randomly,0.3,14227.0,4238.0,9973.0,3942.0,0.7303235515425132,0.647239263803681,0.6862758962030686,42,BiLSTM-Partial-CRF,0.19422147370019432,-0.013569784849061647
CellLine,remove_annotations_randomly,0.3,2500.0,1419.0,1750.0,894.0,0.6357775987107172,0.6322115384615384,0.6339895540377661,42,BiLSTM-Partial-CRF,0.10680838484089815,-0.0061178462471591
Species,remove_surfaceforms_randomly,0.3,5290.0,1567.0,3689.0,1502.0,0.6791083462934163,0.4531304047042546,0.5435684647302905,42,BiLSTM-Partial-CRF,0.2963998817670586,-0.08321718105131189
Chemical,remove_annotations_randomly,0.3,114579.0,29908.0,80205.0,16524.0,0.8051093542810145,0.8475007509231938,0.8257613579630555,42,BiLSTM-Partial-CRF,0.060893321388980945,-0.03800999846312027
Chemical,remove_annotations_randomly,0.3,114579.0,29908.0,80205.0,16529.0,0.8166389806997414,0.8425534922345708,0.8293938603356814,42,BiLSTM-Partial-CRF,0.056762215948762476,-0.033463818460412464
Chemical,remove_annotations_randomly,0.3,114579.0,29908.0,80205.0,16568.0,0.8084819472069582,0.8474654133611322,0.8275148158691545,42,BiLSTM-Partial-CRF,0.05889918105484996,-0.03581051296327055
Chemical,remove_annotations_randomly,0.3,114579.0,29908.0,80205.0,16600.0,0.8137850109688282,0.8455041786667138,0.8293414211438476,42,BiLSTM-Partial-CRF,0.056821853027680294,-0.03352916429512892
Species,remove_annotations_randomly,0.3,5290.0,1567.0,3703.0,860.0,0.7413600891861761,0.6900726392251816,0.714797563597277,42,BiLSTM-Partial-CRF,0.07475933043833091,-0.013240729948064958
Chemical,remove_annotations_randomly,0.3,114579.0,29908.0,80205.0,16558.0,0.8163947853388848,0.8453451596374366,0.8306177897761303,42,BiLSTM-Partial-CRF,0.05537028800179545,-0.03194099194667578
CellLine,remove_annotations_randomly,0.3,2500.0,1419.0,1750.0,891.0,0.6303818034118602,0.6217948717948718,0.6260588947156112,42,BiLSTM-Partial-CRF,0.11798143708461103,-0.018862937713595467
CellLine,remove_annotations_randomly,0.3,2500.0,1419.0,1750.0,907.0,0.643279797125951,0.6097756410256411,0.6260798025503908,42,BiLSTM-Partial-CRF,0.11795198123222778,-0.018828912948896156
CellLine,remove_annotations_randomly,0.3,2500.0,1419.0,1750.0,888.0,0.6289782244556114,0.6017628205128205,0.6150696150696151,42,BiLSTM-Partial-CRF,0.1334636045334734,-0.03706668159746218
CellLine,remove_surfaceforms_randomly,0.3,2500.0,1419.0,1752.0,1294.0,0.5853658536585366,0.5769230769230769,0.5811138014527846,42,BiLSTM-Partial-CRF,0.18130200788775264,-0.05138516529171959
Disease,remove_surfaceforms_randomly,0.3,14227.0,4238.0,9998.0,3943.0,0.73990332137845,0.6328354227794079,0.6821939472360002,42,BiLSTM-Partial-CRF,0.19901422081737138,-0.019634541291242532
Species,remove_annotations_randomly,0.3,5290.0,1567.0,3703.0,867.0,0.74000733406674,0.6980283638879281,0.7184051263794946,42,BiLSTM-Partial-CRF,0.07008966734196174,-0.008152612655237132
Disease,remove_annotations_randomly,0.3,14227.0,4238.0,9959.0,2260.0,0.7795960112503196,0.8132835422779408,0.7960835509138381,42,BiLSTM-Partial-CRF,0.06529278674088959,-0.02865389022353478
CellLine,remove_annotations_randomly,0.3,2500.0,1419.0,1750.0,898.0,0.6004415011037527,0.6538461538461539,0.6260069044879172,42,BiLSTM-Partial-CRF,0.11805468314229561,-0.018947554857177955
CellLine,remove_surfaceforms_randomly,0.3,2500.0,1419.0,1748.0,1296.0,0.5425196850393701,0.5520833333333334,0.5472597299444003,42,BiLSTM-Partial-CRF,0.2289970726056237,-0.11642497476620163
CellLine,remove_surfaceforms_randomly,0.3,2500.0,1419.0,1754.0,1251.0,0.5541310541310541,0.6233974358974359,0.5867269984917044,42,BiLSTM-Partial-CRF,0.17339389568390326,-0.041326599533281674
Disease,remove_surfaceforms_randomly,0.3,14227.0,4238.0,9965.0,3976.0,0.71959559916741,0.6455054681248333,0.6805399325084364,42,BiLSTM-Partial-CRF,0.20095625252361135,-0.022112706741155567
Disease,remove_annotations_randomly,0.3,14227.0,4238.0,9959.0,2280.0,0.7701120483444542,0.8158175513470258,0.7923061977851175,42,BiLSTM-Partial-CRF,0.06972789812133336,-0.0335580409186431
Species,remove_annotations_randomly,0.3,5290.0,1567.0,3703.0,844.0,0.755893536121673,0.6876513317191283,0.7201593914145988,42,BiLSTM-Partial-CRF,0.06781893022934486,-0.005696813425908066
Species,remove_surfaceforms_randomly,0.3,5290.0,1567.0,3708.0,1510.0,0.637956204379562,0.4534763057765479,0.5301253538212697,42,BiLSTM-Partial-CRF,0.3138007705947407,-0.11068579502810946
Disease,remove_annotations_randomly,0.3,14227.0,4238.0,9959.0,2254.0,0.7710737581535374,0.8198186182982129,0.79469941822883,42,BiLSTM-Partial-CRF,0.06691794129068487,-0.030445502798503596
Disease,remove_surfaceforms_randomly,0.3,14227.0,4238.0,9999.0,3956.0,0.7390172968008571,0.6439050413443584,0.6881904354643289,42,BiLSTM-Partial-CRF,0.19197355178858905,-0.010750043325319923
Species,remove_surfaceforms_randomly,0.3,5290.0,1567.0,3716.0,1507.0,0.6648199445983379,0.4980975441023867,0.5695076132094127,42,BiLSTM-Partial-CRF,0.2628240047230732,-0.033880296622175454
Disease,remove_surfaceforms_randomly,0.3,14227.0,4238.0,9985.0,3950.0,0.7307930607187113,0.6292344625233396,0.6762218718646983,42,BiLSTM-Partial-CRF,0.20602622592823594,-0.02863947677932828
Disease,remove_annotations_randomly,0.3,14227.0,4238.0,9959.0,2244.0,0.7742632113821138,0.8128834355828221,0.793103448275862,42,BiLSTM-Partial-CRF,0.06879182076661618,-0.03251907852713332
Species,remove_annotations_randomly,0.3,5290.0,1567.0,3703.0,875.0,0.7724806201550387,0.6893808370805949,0.7285688174008407,42,BiLSTM-Partial-CRF,0.056933690370688274,0.005911332181086012
CellLine,remove_surfaceforms_randomly,0.3,2500.0,1419.0,1758.0,1288.0,0.5568910256410257,0.5568910256410257,0.5568910256410257,42,BiLSTM-Partial-CRF,0.21542809105923177,-0.09711667465004574
Disease,remove_annotations_randomly,0.3,14227.0,4238.0,9959.0,2257.0,0.7653048397234444,0.8119498532942118,0.787937617291141,42,BiLSTM-Partial-CRF,0.07485718850138896,-0.03928842032668878
Species,remove_annotations_randomly,0.3,5290.0,1567.0,3703.0,885.0,0.7481454005934718,0.6976824628156347,0.7220332915697155,42,BiLSTM-Partial-CRF,0.0653933362954675,-0.003086718522137002
